mslong,sys_current,a57_current,a53_current,gpu_current,sys_voltage,a57_voltage,a53_voltage,gpu_voltage,sys_power,a57_power,a53_power,gpu_power,sys_energy,a57_energy,a53_energy,gpu_energy
1520967036959,0.886991,0.698163,0.055191,0.099738,0.906289,1.008015,0.812577,0.908755,0.803870,0.703758,0.044847,0.090637,14716564.264056,2535300.775559,943516.051833,1576836.777976
1520967037059,0.844941,0.803150,0.053876,0.099738,0.905672,1.007398,0.811961,0.908138,0.765239,0.809092,0.043746,0.090575,14716564.342631,2535300.850708,943516.056327,1576836.787058
1520967037159,0.856767,0.753281,0.053876,0.099738,0.907522,1.009248,0.812577,0.910604,0.777535,0.760247,0.043779,0.090821,14716564.421221,2535300.925622,943516.060783,1576836.796148
1520967037259,0.876478,0.787402,0.053876,0.099738,0.906289,1.008015,0.812577,0.909371,0.794342,0.793712,0.044847,0.090698,14716564.498838,2535301.002840,943516.065197,1576836.805235
1520967037359,0.843627,0.797900,0.053876,0.099738,0.906289,1.008015,0.812577,0.909371,0.765760,0.804295,0.043779,0.090698,14716564.577364,2535301.078641,943516.069648,1576836.814312
1520967037459,0.862024,0.784777,0.055191,0.099738,0.905672,1.008015,0.811961,0.909371,0.781901,0.785775,0.044813,0.090698,14716564.657419,2535301.148914,943516.074165,1576836.823407
1520967037560,0.896189,0.658793,0.056505,0.099738,0.907522,1.007398,0.812577,0.909988,0.811567,0.658378,0.044847,0.090760,14716564.739018,2535301.217643,943516.078743,1576836.832506
1520967037660,0.856767,0.776903,0.053876,0.099738,0.906905,1.007398,0.812577,0.909371,0.777535,0.782651,0.043779,0.090698,14716564.817859,2535301.292252,943516.083219,1576836.841597
1520967037760,0.884363,0.695538,0.055191,0.099738,0.906905,1.008015,0.813194,0.909988,0.800841,0.701113,0.044881,0.090760,14716564.896287,2535301.367405,943516.087668,1576836.850685
1520967037860,0.851511,0.713911,0.053876,0.099738,0.906289,1.007398,0.812577,0.909371,0.772906,0.719192,0.043779,0.090698,14716564.974558,2535301.443273,943516.092111,1576836.859776
1520967037960,0.843627,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.764569,0.812232,0.043779,0.090575,14716565.053172,2535301.518855,943516.096570,1576836.868865
1520967038060,0.843627,0.805774,0.053876,0.099738,0.905672,1.007398,0.811961,0.908138,0.764049,0.811736,0.043746,0.090575,14716565.131420,2535301.595332,943516.101018,1576836.877953
1520967038160,0.868594,0.698163,0.055191,0.099738,0.906289,1.008015,0.812577,0.908755,0.787197,0.703758,0.044847,0.090637,14716565.210015,2535301.671588,943516.105481,1576836.887042
1520967038261,0.881735,0.721785,0.053876,0.099738,0.905672,1.008631,0.811961,0.909371,0.798562,0.728015,0.043746,0.090698,14716565.288800,2535301.746174,943516.109953,1576836.896135
1520967038361,0.918528,0.666667,0.057819,0.099738,0.906289,1.008631,0.811961,0.908755,0.832452,0.672421,0.046946,0.090637,14716565.367873,2535301.819676,943516.114432,1576836.905233
1520967038461,0.901445,0.664042,0.056505,0.099738,0.906289,1.008015,0.813194,0.909371,0.816970,0.669364,0.045949,0.090698,14716565.449709,2535301.887322,943516.119015,1576836.914347
1520967038561,0.843627,0.805774,0.053876,0.099738,0.906289,1.008015,0.813194,0.908755,0.764569,0.812232,0.043812,0.090637,14716565.528362,2535301.961158,943516.123483,1576836.923443
1520967038661,0.897503,0.671916,0.055191,0.099738,0.905672,1.008015,0.812577,0.908755,0.812844,0.677301,0.044847,0.090637,14716565.606927,2535302.037069,943516.127946,1576836.932542
1520967038761,0.888305,0.677165,0.055191,0.102362,0.906905,1.008015,0.813810,0.910604,0.805608,0.682593,0.044915,0.093211,14716565.686217,2535302.110165,943516.132436,1576836.941639
1520967038861,0.888305,0.713911,0.055191,0.099738,0.906289,1.008015,0.812577,0.908755,0.805061,0.719633,0.044847,0.090637,14716565.766541,2535302.178916,943516.136971,1576836.950749
1520967038962,0.884363,0.692913,0.055191,0.099738,0.906289,1.008631,0.811961,0.909371,0.801488,0.698894,0.044813,0.090698,14716565.847724,2535302.247982,943516.141535,1576836.959861
1520967039062,0.864652,0.695538,0.053876,0.099738,0.906289,1.007398,0.812577,0.908138,0.784815,0.700684,0.043779,0.090575,14716565.926514,2535302.322780,943516.146001,1576836.968947
1520967039162,0.881735,0.685039,0.055191,0.099738,0.906289,1.007398,0.812577,0.909371,0.800297,0.687463,0.044847,0.090698,14716566.004939,2535302.399941,943516.150456,1576836.978042
1520967039262,0.855453,0.742782,0.053876,0.099738,0.905672,1.008015,0.812577,0.908755,0.775950,0.748735,0.043779,0.090637,14716566.083840,2535302.474923,943516.154925,1576836.987144
1520967039362,0.886991,0.698163,0.056505,0.099738,0.907522,1.006782,0.812577,0.909988,0.810284,0.702897,0.045949,0.090760,14716566.162683,2535302.549931,943516.159392,1576836.996244
1520967039462,0.909330,0.624672,0.056505,0.102362,0.906905,1.007398,0.812577,0.910604,0.825306,0.629293,0.045914,0.093211,14716566.243639,2535302.619535,943516.163960,1576837.005363
1520967039562,0.886991,0.669291,0.055191,0.099738,0.905672,1.008631,0.811961,0.908755,0.803323,0.675068,0.044813,0.090637,14716566.324936,2535302.685643,943516.168548,1576837.014489
1520967039663,0.844941,0.805774,0.053876,0.099738,0.906289,1.008015,0.813194,0.908755,0.766951,0.812232,0.043812,0.090637,14716566.403859,2535302.760309,943516.173033,1576837.023589
1520967039763,0.843627,0.805774,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.764569,0.811736,0.043779,0.090637,14716566.482162,2535302.836336,943516.177480,1576837.032687
1520967039863,0.844941,0.808399,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.765760,0.814878,0.043779,0.090637,14716566.560152,2535302.913664,943516.181910,1576837.041783
1520967039963,0.850197,0.805774,0.053876,0.099738,0.906289,1.007398,0.813194,0.908755,0.770524,0.811736,0.043812,0.090637,14716566.638533,2535302.989794,943516.186368,1576837.050880
1520967040063,0.894875,0.637795,0.056505,0.099738,0.906289,1.007398,0.812577,0.909371,0.811015,0.642514,0.045914,0.090698,14716566.717030,2535303.065092,943516.190828,1576837.059984
1520967040163,0.862024,0.700787,0.053876,0.099738,0.906289,1.008015,0.812577,0.909371,0.781242,0.706404,0.043779,0.090698,14716566.795569,2535303.137666,943516.195293,1576837.069089
1520967040263,0.876478,0.711286,0.055191,0.099738,0.907522,1.008015,0.813194,0.910604,0.795423,0.716987,0.044881,0.090821,14716566.873682,2535303.212918,943516.199731,1576837.078194
1520967040363,0.863338,0.107612,0.052562,0.099738,0.906289,1.008015,0.807028,0.908138,0.782433,0.108474,0.042419,0.090575,14716566.952324,2535303.282455,943516.204188,1576837.087305
1520967040464,0.909330,0.650919,0.057819,0.099738,0.908138,1.009248,0.813194,0.910604,0.824676,0.663045,0.046946,0.090821,14716567.032482,2535303.323020,943516.208684,1576837.096401
1520967040564,0.847569,0.811024,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.768665,0.817524,0.043779,0.090637,14716567.110493,2535303.401631,943516.213120,1576837.105483
1520967040664,0.906702,0.503937,0.056505,0.099738,0.906289,1.008015,0.811961,0.909988,0.821101,0.486810,0.045880,0.090760,14716567.189056,2535303.477374,943516.217600,1576837.114587
1520967040764,0.848883,0.808399,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.769333,0.814878,0.043779,0.090575,14716567.267864,2535303.552754,943516.222077,1576837.123686
1520967040864,0.843627,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.764569,0.812232,0.043779,0.090637,14716567.344972,2535303.634030,943516.226470,1576837.132770
1520967040964,0.904074,0.656168,0.056505,0.099738,0.906289,1.008631,0.811961,0.909371,0.820542,0.661832,0.045880,0.090698,14716567.424235,2535303.706142,943516.230985,1576837.141894
1520967041064,0.846255,0.811024,0.053876,0.099738,0.906289,1.008015,0.811961,0.908138,0.766951,0.817524,0.043779,0.090575,14716567.502177,2535303.783164,943516.235423,1576837.150991
1520967041165,0.847569,0.805774,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.768142,0.811736,0.043779,0.090637,14716567.579371,2535303.864199,943516.239824,1576837.160079
1520967041265,0.901445,0.645669,0.056505,0.099738,0.906289,1.008015,0.812577,0.909988,0.819352,0.650844,0.045914,0.090760,14716567.658418,2535303.936602,943516.244317,1576837.169209
1520967041365,0.850197,0.803150,0.053876,0.099738,0.906289,1.007398,0.812577,0.909371,0.770524,0.809092,0.043779,0.090698,14716567.737919,2535303.999536,943516.248849,1576837.178334
1520967041465,0.913272,0.664042,0.056505,0.099738,0.906905,1.008015,0.812577,0.908755,0.827059,0.669364,0.045914,0.090637,14716567.817897,2535304.071212,943516.253391,1576837.187459
1520967041565,0.850197,0.805774,0.053876,0.099738,0.906905,1.008631,0.813194,0.908755,0.771048,0.812729,0.043812,0.090637,14716567.896631,2535304.147749,943516.257847,1576837.196563
1520967041665,0.844941,0.797900,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.765760,0.804295,0.043779,0.090575,14716567.974022,2535304.228006,943516.262259,1576837.205655
1520967041765,0.859396,0.779528,0.053876,0.099738,0.907522,1.008631,0.812577,0.909988,0.779920,0.786256,0.043779,0.090760,14716568.054134,2535304.289255,943516.266770,1576837.214786
1520967041866,0.892247,0.727034,0.057819,0.099738,0.906905,1.008015,0.811961,0.909371,0.809183,0.732861,0.046946,0.090698,14716568.134133,2535304.357667,943516.271302,1576837.223932
1520967041966,0.876478,0.118110,0.053876,0.099738,0.906289,1.008631,0.807645,0.908138,0.794342,0.119130,0.043513,0.090575,14716568.212962,2535304.420610,943516.275742,1576837.233042
1520967042066,0.867280,0.771654,0.053876,0.099738,0.906289,1.007398,0.811961,0.908138,0.786006,0.777362,0.043746,0.090575,14716568.292590,2535304.485284,943516.280243,1576837.242169
1520967042166,0.848883,0.803150,0.053876,0.099738,0.905672,1.007398,0.812577,0.908755,0.768810,0.809092,0.043779,0.090637,14716568.369884,2535304.565329,943516.284653,1576837.251255
1520967042266,0.854139,0.797900,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.774097,0.804295,0.043779,0.090637,14716568.446999,2535304.646121,943516.289047,1576837.260341
1520967042366,0.897503,0.700787,0.056505,0.099738,0.906905,1.009248,0.811961,0.909988,0.812759,0.709483,0.045914,0.090760,14716568.524635,2535304.724949,943516.293471,1576837.269449
1520967042466,0.904074,0.650919,0.056505,0.102362,0.907522,1.008015,0.813810,0.910604,0.822292,0.661427,0.047053,0.090821,14716568.605264,2535304.767108,943516.297967,1576837.278559
1520967042567,0.847569,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.769333,0.814878,0.043779,0.090575,14716568.683300,2535304.845067,943516.302408,1576837.287655
1520967042667,0.847569,0.805774,0.053876,0.099738,0.905672,1.008015,0.813194,0.908755,0.768810,0.812232,0.043779,0.090637,14716568.760314,2535304.926362,943516.306803,1576837.296737
1520967042767,0.847569,0.805774,0.053876,0.099738,0.905672,1.008015,0.811961,0.908138,0.767620,0.812232,0.043746,0.090575,14716568.837393,2535305.007197,943516.311199,1576837.305827
1520967042867,0.860710,0.107612,0.053876,0.099738,0.906289,1.007398,0.807028,0.908138,0.780051,0.108408,0.042452,0.090575,14716568.915716,2535305.070193,943516.315617,1576837.314936
1520967042967,0.844941,0.800525,0.053876,0.099738,0.905672,1.008015,0.812577,0.908755,0.766429,0.806941,0.043779,0.090637,14716568.995985,2535305.129907,943516.320143,1576837.324073
1520967043067,0.847569,0.797900,0.053876,0.099738,0.905672,1.007398,0.811961,0.908138,0.766429,0.803803,0.043779,0.090575,14716569.072901,2535305.210733,943516.324538,1576837.333156
1520967043167,0.846255,0.803150,0.053876,0.099738,0.905672,1.008015,0.811961,0.908138,0.768142,0.809587,0.043746,0.090575,14716569.149928,2535305.291432,943516.328934,1576837.342241
1520967043268,0.848883,0.803150,0.053876,0.099738,0.906289,1.007398,0.812577,0.908138,0.769333,0.809092,0.043779,0.090575,14716569.226956,2535305.372399,943516.333323,1576837.351324
1520967043368,0.847569,0.803150,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.768142,0.809092,0.043779,0.090637,14716569.304045,2535305.452951,943516.337718,1576837.360418
1520967043468,0.894875,0.706037,0.056505,0.099738,0.906905,1.008015,0.812577,0.909988,0.811567,0.711695,0.045914,0.090760,14716569.381381,2535305.529548,943516.342138,1576837.369541
1520967043568,0.865966,0.750656,0.055191,0.102362,0.906905,1.009864,0.813194,0.911221,0.785349,0.758061,0.044881,0.093275,14716569.460874,2535305.601165,943516.346656,1576837.378706
1520967043668,0.847569,0.803150,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.768142,0.809587,0.043779,0.090575,14716569.538180,2535305.682218,943516.351061,1576837.387805
1520967043768,0.859396,0.107612,0.053876,0.099738,0.906289,1.008015,0.807645,0.908138,0.778860,0.108474,0.043513,0.090575,14716569.616603,2535305.734114,943516.355479,1576837.396929
1520967043868,0.908016,0.650919,0.057819,0.099738,0.906905,1.008015,0.812577,0.910604,0.823484,0.656136,0.046982,0.090821,14716569.696726,2535305.761123,943516.359892,1576837.406024
1520967043968,0.848883,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.769333,0.812232,0.043779,0.090637,14716569.774677,2535305.839508,943516.364336,1576837.415116
1520967044069,0.862024,0.763780,0.055191,0.099738,0.906289,1.008631,0.812577,0.909988,0.781242,0.770372,0.044847,0.090760,14716569.851674,2535305.920864,943516.368735,1576837.424198
1520967044169,0.856767,0.779528,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.776478,0.785295,0.043779,0.090637,14716569.929185,2535306.000400,943516.373162,1576837.433297
1520967044269,0.847569,0.803150,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.768665,0.809587,0.043779,0.090637,14716570.008991,2535306.067090,943516.377690,1576837.442446
1520967044369,0.847569,0.800525,0.053876,0.099738,0.905672,1.007398,0.812577,0.908138,0.768142,0.806447,0.043779,0.090575,14716570.086057,2535306.148005,943516.382079,1576837.451525
1520967044469,0.848883,0.808399,0.053876,0.099738,0.906289,1.007398,0.812577,0.908138,0.770000,0.814380,0.043779,0.090575,14716570.163059,2535306.229377,943516.386471,1576837.460606
1520967044569,0.869908,0.737533,0.055191,0.099738,0.906289,1.006782,0.812577,0.908138,0.792499,0.742535,0.044847,0.090575,14716570.240210,2535306.310044,943516.390868,1576837.469697
1520967044669,0.918528,0.669291,0.057819,0.099738,0.905672,1.007398,0.811344,0.908755,0.829505,0.674243,0.045845,0.090637,14716570.318028,2535306.389581,943516.395296,1576837.478805
1520967044770,0.902760,0.622047,0.056505,0.099738,0.906289,1.007398,0.811961,0.909988,0.820542,0.626649,0.045880,0.090760,14716570.398561,2535306.457108,943516.399888,1576837.487995
1520967044870,0.854139,0.787402,0.053876,0.099738,0.906289,1.008015,0.812577,0.909371,0.772906,0.793712,0.043779,0.090698,14716570.477511,2535306.529119,943516.404375,1576837.497155
1520967044970,0.876478,0.107612,0.053876,0.099738,0.906289,1.008015,0.807645,0.908138,0.794342,0.108474,0.043513,0.090575,14716570.556780,2535306.571679,943516.408812,1576837.506282
1520967045070,0.846255,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908138,0.766951,0.812232,0.043779,0.090575,14716570.637068,2535306.624254,943516.413317,1576837.515424
1520967045170,0.847569,0.787402,0.053876,0.099738,0.906289,1.008015,0.813194,0.909371,0.768142,0.793712,0.043812,0.090698,14716570.714162,2535306.704831,943516.417717,1576837.524509
1520967045270,0.846255,0.803150,0.053876,0.099738,0.905672,1.007398,0.812577,0.908138,0.766429,0.809092,0.043779,0.090575,14716570.791169,2535306.785144,943516.422108,1576837.533594
1520967045370,0.846255,0.805774,0.053876,0.099738,0.906289,1.007398,0.811961,0.908138,0.766951,0.811736,0.043746,0.090575,14716570.868360,2535306.865175,943516.426510,1576837.542692
1520967045471,0.871222,0.808399,0.053876,0.099738,0.906289,1.008015,0.813194,0.909371,0.789579,0.814878,0.043812,0.090698,14716570.947419,2535306.917286,943516.430953,1576837.551820
1520967045571,0.875164,0.703412,0.055191,0.099738,0.906289,1.008631,0.812577,0.909371,0.793151,0.709483,0.044847,0.090698,14716571.028064,2535306.980819,943516.435537,1576837.560984
1520967045671,0.848883,0.813648,0.053876,0.099738,0.906289,1.007398,0.813194,0.909371,0.769333,0.819668,0.043812,0.090698,14716571.105403,2535307.060364,943516.439961,1576837.570085
1520967045771,0.864652,0.769029,0.055191,0.099738,0.906289,1.007398,0.812577,0.908755,0.783624,0.774718,0.044847,0.090637,14716571.182550,2535307.141084,943516.444361,1576837.579182
1520967045871,0.859396,0.107612,0.052562,0.099738,0.905672,1.008015,0.807028,0.908138,0.778330,0.108474,0.042419,0.090575,14716571.261079,2535307.195194,943516.448782,1576837.588308
1520967045971,0.850197,0.805774,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.770524,0.812232,0.043779,0.090637,14716571.341528,2535307.256297,943516.453338,1576837.597467
1520967046071,0.850197,0.808399,0.053876,0.099738,0.906289,1.007398,0.813194,0.908755,0.770524,0.814380,0.043812,0.090637,14716571.418604,2535307.337570,943516.457730,1576837.606546
1520967046172,0.896189,0.703412,0.056505,0.099738,0.907522,1.007398,0.813194,0.909988,0.811567,0.708616,0.045914,0.090760,14716571.496260,2535307.416648,943516.462160,1576837.615667
1520967046272,0.852825,0.808399,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.772906,0.814878,0.043779,0.090637,14716571.577798,2535307.482759,943516.466753,1576837.624860
1520967046372,0.850197,0.808399,0.053876,0.099738,0.906289,1.007398,0.812577,0.908755,0.770524,0.814380,0.043812,0.090637,14716571.654964,2535307.562162,943516.471150,1576837.633966
1520967046472,0.871222,0.748031,0.055191,0.099738,0.906289,1.007398,0.811961,0.909371,0.793691,0.753566,0.045880,0.090698,14716571.731972,2535307.643450,943516.475544,1576837.643058
1520967046572,0.848883,0.805774,0.053876,0.099738,0.906289,1.008015,0.812577,0.908755,0.771048,0.812232,0.043779,0.090637,14716571.809145,2535307.723999,943516.479945,1576837.652165
